,STUID,SCHID,state,DIST,SCH,STU,FORM,GENDER,AREA,medium,mathscl,mathtry,mathncor,mathpcor,MT012_001,MT012_002,MT012_003,MT012_004,MT012_005,MT012_006,MT012_007,MT012_008,MT012_009,MT012_010,MT012_011,MT012_012,MT012_013,MT012_014,MT012_015,MT012_016,MT012_017,MT012_018,MT012_019,MT012_020,MT012_021,MT012_022,MT012_023,MT012_024,MT012_025,MT012_026,MT012_027,MT012_028,MT012_029,MT012_030,MT012_031,MT012_032,MT012_033,MT012_034,MT012_035,MT012_036,MT012_037,MT012_038,MT012_039,MT012_040,MT012_041,MT012_042,MT012_043,MT012_044,MT012_045,MT012_046,MT012_047,MT012_048,MT012_049,MT012_050,MT012_051,MT012_052,MT012_053,MT012_054,MT012_055,MT012_056,MT012_057,MT012_058,MT012_059,MT012_060,MT012_061,MT012_062,MT012_063,MT012_064,MT012_065,MT012_066,MT012_067,MT012_068,MT012_069,MT012_070,MT012_071,MT012_072,MT012_073,MT012_074,MT012_075,MT012_076,MT012_077,MT012_078,MT012_079,MT012_080,MT012_081,MT012_082,MT012_083,MT012_084,MT012_085,MT012_086,MT012_087,MT012_088,MT012_089,MT012_090,MT012s001,MT012s002,MT012s003,MT012s004,MT012s005,MT012s006,MT012s007,MT012s008,MT012s009,MT012s010,MT012s011,MT012s012,MT012s013,MT012s014,MT012s015,MT012s016,MT012s017,MT012s018,MT012s019,MT012s020,MT012s021,MT012s022,MT012s023,MT012s024,MT012s025,MT012s026,MT012s027,MT012s028,MT012s029,MT012s030,MT012s031,MT012s032,MT012s033,MT012s034,MT012s035,MT012s036,MT012s037,MT012s038,MT012s039,MT012s040,MT012s041,MT012s042,MT012s043,MT012s044,MT012s045,MT012s046,MT012s047,MT012s048,MT012s049,MT012s050,MT012s051,MT012s052,MT012s053,MT012s054,MT012s055,MT012s056,MT012s057,MT012s058,MT012s059,MT012s060,MT012s061,MT012s062,MT012s063,MT012s064,MT012s065,MT012s066,MT012s067,MT012s068,MT012s069,MT012s070,MT012s071,MT012s072,MT012s073,MT012s074,MT012s075,MT012s076,MT012s077,MT012s078,MT012s079,MT012s080,MT012s081,MT012s082,MT012s083,MT012s084,MT012s085,MT012s086,MT012s087,MT012s088,MT012s089,MT012s090,DistW,DistAdj,SchWgt,SchAdj,SchAdjLAN,SchAdjMAT,SchAdjSCI,SchAdjSOC,StuWgt,LANWgt,MATWgt,SCIWgt,SOCWgt,jkrep,jkzone
25482,19053106023,19053106,HR,5,3106,23,MAT- 21,Girl,Urban,Hindi,228.5904048,60,16,26.67,4,1,2,3,1,3,2,2,2,4,3,4,2,2,3,3,2,1,1,2,3,3,3,1,1,4,3,1,3,4,4,2,1,1,4,2,1,3,3,4,1,2,3,4,4,3,2,2,3,4,4,3,1,4,1,3,2,4,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.761584741,1,6.158894737,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.9,12.87442863,12.87442863,12.87442863,12.93662394,1,47
25484,19053106026,19053106,HR,5,3106,26,MAT- 21,Girl,Urban,Hindi,228.7488172,60,16,26.67,4,4,5,4,4,3,2,1,2,4,2,2,3,4,3,3,2,4,1,2,2,3,4,1,1,2,4,4,3,4,2,1,2,4,1,1,2,4,3,2,4,4,2,2,1,3,2,2,3,1,4,4,1,4,1,4,1,4,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.761584741,1,6.158894737,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.9,12.87442863,12.87442863,12.87442863,12.93662394,1,47
25490,19053106037,19053106,HR,5,3106,37,MAT- 21,Girl,Urban,Hindi,227.058139,60,16,26.67,4,1,2,4,4,3,2,1,3,3,4,3,1,4,2,3,1,1,1,2,2,3,1,1,1,2,3,1,4,4,2,1,2,1,1,2,4,4,3,4,4,3,2,2,4,3,2,2,3,4,4,3,1,4,1,2,2,4,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.761584741,1,6.158894737,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.9,12.87442863,12.87442863,12.87442863,12.93662394,1,47
25523,19061115026,19061115,HR,6,1115,26,MAT- 21,Boy,Rural,Hindi,228.6016135,60,17,28.33,4,1,2,3,1,2,1,2,2,1,4,3,3,3,4,3,1,2,3,2,2,2,4,2,1,1,3,4,3,4,2,4,2,3,2,3,4,2,3,4,1,2,2,3,1,1,3,3,1,3,4,3,1,2,4,2,2,3,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,7.933491525,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.594594595,14.36428924,14.36428924,14.36428924,14.43368194,1,58
25567,19061118019,19061118,HR,6,1118,19,MAT- 21,Boy,Rural,Hindi,226.9438396,60,14,23.33,2,3,3,1,4,3,2,3,1,4,1,4,3,1,2,2,4,2,1,3,1,4,2,3,1,3,1,5,3,5,0,2,1,5,2,1,4,3,4,2,1,2,0,3,2,1,1,4,2,3,1,2,4,2,3,1,0,2,3,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,4.728040404,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,2.605263158,13.98628163,13.98628163,13.98628163,14.0538482,0,60
25611,19061122013,19061122,HR,6,1122,13,MAT- 22,Boy,Rural,Hindi,228.2984988,59,15,25.42,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,2,1,4,3,1,4,2,4,3,3,4,2,3,2,1,1,3,2,2,1,2,1,4,3,4,2,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1,3,4,1,4,0,2,4,4,1,2,1,5,3,1,3,2,4,3,2,1,3,3,3,2,4,2,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.785988414,1,14.18412121,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1,16.1054152,16.1054152,16.1054152,16.18321914,1,60
25616,19061122024,19061122,HR,6,1122,24,MAT- 22,Boy,Rural,Hindi,228.7802303,59,17,28.81,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,2,4,3,2,3,2,4,1,3,2,3,4,3,4,4,2,2,3,4,2,4,2,2,3,4,3,2,3,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,3,2,4,3,4,4,3,3,3,5,4,2,2,3,3,4,1,4,3,2,1,3,1,3,1,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0.785988414,1,14.18412121,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1,16.1054152,16.1054152,16.1054152,16.18321914,1,60
25617,19061122026,19061122,HR,6,1122,26,MAT- 21,Boy,Rural,Hindi,227.4136408,60,16,26.67,4,1,2,3,2,4,1,1,2,4,4,4,3,2,3,3,2,3,1,3,2,3,4,3,1,1,4,4,4,1,4,2,3,1,1,1,4,3,2,4,4,2,1,4,4,3,2,2,4,2,4,2,3,4,1,4,4,2,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,14.18412121,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1,16.1054152,16.1054152,16.1054152,16.18321914,1,60
25619,19061122030,19061122,HR,6,1122,30,MAT- 21,Boy,Rural,Hindi,227.4136408,60,16,26.67,4,1,2,3,2,4,1,1,2,4,4,4,3,2,3,3,2,3,1,3,2,3,4,3,1,1,4,4,4,1,4,2,3,1,1,1,4,3,2,4,4,2,1,4,4,3,2,2,4,2,4,2,3,4,1,4,4,2,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,14.18412121,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1,16.1054152,16.1054152,16.1054152,16.18321914,1,60
25622,19061122034,19061122,HR,6,1122,34,MAT- 22,Boy,Rural,Hindi,228.3987513,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,4,2,3,3,1,2,3,4,4,3,1,4,2,4,2,1,2,3,4,2,4,2,3,2,3,2,4,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,1,4,4,3,2,1,1,3,2,2,3,3,2,4,1,1,4,2,3,3,1,3,4,2,2,2,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.785988414,1,14.18412121,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1,16.1054152,16.1054152,16.1054152,16.18321914,1,60
25624,19061122038,19061122,HR,6,1122,38,MAT- 22,Boy,Rural,Hindi,228.3987513,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,4,2,3,3,1,2,3,4,4,3,1,4,2,4,2,1,2,3,4,2,4,2,3,2,3,2,4,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,1,4,4,3,2,1,1,3,2,2,3,3,2,4,1,1,4,2,3,3,1,3,4,2,2,2,3,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0.785988414,1,14.18412121,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1,16.1054152,16.1054152,16.1054152,16.18321914,1,60
25636,19061125006,19061125,HR,6,1125,6,MAT- 22,Boy,Rural,Hindi,229.7202175,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,3,2,1,3,1,3,1,3,2,3,1,2,1,2,1,1,3,1,1,4,4,3,1,4,3,3,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,1,2,1,1,1,4,2,2,4,2,4,1,2,1,4,3,4,2,4,2,3,3,1,1,4,3,2,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0.785988414,1,9.001461538,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.575757576,16.1054152,16.1054152,16.1054152,16.18321914,0,54
25695,19061128033,19061128,HR,6,1128,33,MAT- 21,Girl,Rural,Hindi,227.4823359,60,17,28.33,4,1,1,3,1,1,1,1,4,3,1,1,3,4,4,1,1,3,3,1,4,2,4,2,3,3,2,3,1,3,2,4,4,2,2,3,1,4,1,2,2,4,2,2,4,2,4,5,4,2,2,3,2,3,4,4,1,1,1,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,8.3585,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.473684211,13.98628163,13.98628163,13.98628163,14.0538482,0,61
25696,19061128037,19061128,HR,6,1128,37,MAT- 21,Girl,Rural,Hindi,227.5722937,60,16,26.67,2,2,3,2,3,4,4,2,2,3,3,4,4,1,3,3,2,3,2,3,3,2,3,1,4,1,2,4,4,4,3,3,2,4,4,4,4,3,4,4,3,3,3,2,2,3,2,3,3,3,4,1,1,2,4,1,4,3,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,8.3585,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.473684211,13.98628163,13.98628163,13.98628163,14.0538482,0,61
25716,19061129037,19061129,HR,6,1129,37,MAT- 21,Girl,Rural,Hindi,229.0762252,60,17,28.33,2,1,1,2,3,2,3,2,4,3,2,4,4,4,4,3,2,2,3,1,1,2,1,1,2,3,2,1,2,1,3,2,5,4,1,0,4,3,2,3,1,2,3,2,2,2,4,2,3,3,2,3,1,3,1,1,4,3,2,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,11.14466667,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.05,13.28696754,13.28696754,13.28696754,13.35115579,0,63
25741,19061131019,19061131,HR,6,1131,19,MAT- 21,Girl,Rural,Hindi,229.5604101,60,16,26.67,3,1,4,2,3,2,4,2,1,2,1,3,2,4,4,2,4,3,2,3,1,2,0,1,0,2,3,2,1,4,2,1,4,3,3,2,4,0,0,3,1,3,3,2,3,4,3,4,3,4,4,0,2,0,0,2,1,3,4,2,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,22.28933333,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1,25.30850961,25.30850961,25.30850961,25.43077294,0,51
25767,19061136037,19061136,HR,6,1136,37,MAT- 21,Girl,Rural,Hindi,229.9520875,60,15,25,2,1,4,1,1,3,4,1,0,2,3,4,2,4,2,2,4,1,2,4,4,1,4,1,2,3,2,4,2,4,1,3,4,1,3,4,1,2,4,1,1,3,3,4,1,1,3,1,4,1,3,2,3,1,4,1,2,3,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,7.092060606,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.736842105,13.98628163,13.98628163,13.98628163,14.0538482,1,61
25781,19061140001,19061140,HR,6,1140,1,MAT- 21,Girl,Rural,Hindi,226.9918011,60,16,26.67,1,3,2,0,1,2,1,2,2,4,4,3,4,4,3,3,2,3,1,3,1,2,2,1,4,2,0,4,3,2,2,2,1,3,1,1,4,1,4,1,2,0,1,3,3,1,3,2,4,3,1,1,1,2,3,1,4,3,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,3.46722963,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,3.552631579,13.98628163,13.98628163,13.98628163,14.0538482,0,62
25808,19061141020,19061141,HR,6,1141,20,MAT- 22,Girl,Rural,Hindi,229.546267,59,17,28.81,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,3,0,2,1,2,3,1,3,0,2,1,2,2,3,0,2,3,2,4,2,3,2,4,4,2,3,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,3,2,3,0,2,2,2,0,0,1,1,2,1,3,2,3,1,4,2,2,3,2,3,1,3,2,3,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0.785988414,1,6.783710145,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,2.029411765,15.63172652,15.63172652,15.63172652,15.70724211,1,55
25836,19061143005,19061143,HR,6,1143,5,MAT- 21,Girl,Rural,Hindi,227.1155292,60,18,30,4,1,2,1,0,2,1,4,2,4,2,3,1,3,0,3,1,3,2,4,4,1,2,1,1,4,4,1,4,1,1,4,2,3,1,1,1,3,1,2,2,1,1,3,1,1,2,2,3,2,4,1,1,3,4,3,2,4,1,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,9.95906383,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.305555556,14.76329727,14.76329727,14.76329727,14.83461755,0,57
25844,19061143024,19061143,HR,6,1143,24,MAT- 22,Girl,Rural,Hindi,227.4032019,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,1,2,4,2,1,2,3,2,2,3,2,4,2,1,2,2,4,3,3,2,3,3,4,2,3,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,2,3,3,4,1,3,3,4,2,3,2,3,4,2,4,2,2,4,3,1,4,3,3,4,1,4,2,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.785988414,1,9.95906383,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1.305555556,14.76329727,14.76329727,14.76329727,14.83461755,0,57
25852,19061145003,19061145,HR,6,1145,3,MAT- 21,Girl,Rural,Hindi,227.5188482,60,16,26.67,2,1,2,3,4,1,4,4,4,1,2,4,2,2,4,4,1,3,4,2,4,3,4,1,1,1,4,3,1,4,2,1,3,3,4,1,4,1,3,3,4,4,2,3,4,2,1,4,2,3,1,4,1,1,3,1,4,1,1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0.785988414,1,52.00844444,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,1,59.05318908,59.05318908,59.05318908,59.33847019,0,49
25871,19062124006,19062124,HR,6,2124,6,MAT- 22,Boy,Urban,Hindi,229.0449084,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,3,1,2,1,2,1,2,2,1,3,3,4,3,3,2,3,2,3,2,4,1,1,3,1,4,2,4,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,3,2,5,1,2,2,1,1,4,3,2,2,4,1,2,2,4,2,4,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.785988414,1,5.925012658,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,2.323529412,15.63172652,15.63172652,15.63172652,15.70724211,0,56
25912,19062135020,19062135,HR,6,2135,20,MAT- 22,Girl,Rural,Hindi,227.5894675,59,16,27.12,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,2,4,0,2,0,1,3,1,2,3,4,4,2,4,2,3,4,1,4,1,0,3,1,2,5,1,1,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,1,2,1,1,1,1,2,0,4,3,3,1,3,4,0,3,3,4,4,4,1,3,3,3,2,3,3,4,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0.785988414,1,5.708243902,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,2.05,13.28696754,13.28696754,13.28696754,13.35115579,1,63
25918,19062135034,19062135,HR,6,2135,34,MAT- 22,Boy,Rural,Hindi,229.1622865,59,17,28.81,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,3,1,2,3,3,1,1,3,4,3,4,3,1,4,2,3,3,1,2,4,3,3,1,1,2,2,2,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,4,1,4,5,1,3,1,3,2,4,4,2,2,1,3,1,2,4,3,4,4,4,3,3,5,2,3,2,4,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0.785988414,1,5.708243902,1.201923077,1.201923077,1.201923077,1.201923077,1.207729469,2.05,13.28696754,13.28696754,13.28696754,13.35115579,1,63
